cik,sic,conm
316236,5411,GRAND UNION CO
316245,6792,HOUSTON OIL ROYALTY TRUST
316253,3826,ENZO BIOCHEM INC
316299,5900,ENERGY CLINIC CORP
316300,1311,EXCO RESOURCES INC
316312,6020,CB BANCSHARES INC
316315,6513,ANGELES CORP
316372,3822,TELEMETRY CONTROLS INC
316402,3679,CORCOM INC
316412,6792,RIDGEVIEW OIL CO
316425,3585,CARRIER CORP
316456,1311,GULF CANADA RES LTD  -ORD
316620,4833,ENTERTAINMENT SYSTEMS INC
316632,3674,NITRON INC
316672,3674,TERAFORCE TECHNOLOGY CORP
316704,1311,BLACK DOME ENERGY CORP
316709,6282,SCHWAB (CHARLES) CORP
316736,1311,FIELDPOINT PETROLEUM CORP
316740,7011,INTEGRA A HOTEL & REST
316769,6020,FIRST COMMERCIAL CORP
316770,6020,PROVIDENT FINANCIAL GRP INC
316792,5051,RIO ALGOM LTD
316793,3674,INTL RECTIFIER CORP
316830,5040,PM INDUSTRIES INC
316845,3576,SHAREBASE CORP
316880,3841,HIGH STOY TECHNOLOGICAL CORP
316884,3679,HCC INDUSTRIES
316888,1044,AVINO SILVER & GOLD MINS LTD
316900,1311,KEE EXPLORATION INC
316901,6020,UST CORP
316909,6020,LIBERTY NATIONAL BANCORP/KY
316911,3873,USR INDUSTRIES INC
317030,5400,GENERAL NUTRITION INC
317032,3845,EMPI INC-REDH
317093,3357,ANDREW CORP
317149,1311,AZTEC RESOURCES CORP
317158,2834,POLYDEX PHARMACEUTICALS LTD
317173,6792,ARACCA PETROLEUM CORP
317191,7990,SPORT OF KINGS INC
317229,7372,APPLIED COMMUNICATIONS INC
317282,3841,KAY LABORATORIES INC
317332,3990,GOODY PRODUCTS INC
317340,3829,MIKROS SYSTEMS CORP
317341,8000,DENTAL WORLD CENTER INC
317354,3480,GENERAL DEFENSE CORP
317488,1700,CANISCO RESOURCES INC
317539,3585,AEC INC
317540,2086,COCA COLA CONSOLIDATED INC
317551,2860,HIGH PLAINS CORP
317552,3823,TYLAN CORP
317707,1311,RIDGEWAY EXCO INC
317745,6331,GENERAL RE CORP
317770,3433,EQUINOX SOLAR INC
317771,3661,TELLABS INC
317788,7372,DIGITAL TURBINE INC
317814,3844,OEC MEDICAL SYSTEMS INC
317818,1311,TEXAS EAGLE OIL CO
317831,1311,BAYSTAR PETROLEUM CORP
317832,1389,SERVICE FRACTURING CO
317833,4832,CITICASTERS INC  -CL A
317877,1311,OKLAHOMA ENERGIES CORP
317889,4213,BULOVA TECHNOLOGIES GP INC
317890,2835,GAMMA BIOLOGICALS INC
317897,3950,EMPIRE PENCIL CORP
317964,6020,PACIFIC WESTERN BANCSHARES
317966,1311,ROCKWELL DRILLING CO
317986,5160,SHANNON GROUP INC
318010,3312,CANADIAN PACIFIC ENTERPRISES
318018,1311,VALEX PETROLEUM INC
318025,3580,U S FILTER CORP
318107,1311,PRIMA ENERGY CORP
318154,2836,AMGEN INC
318189,5080,HIA INC
318223,1311,GEODYNE RESOURCES INC
318251,5047,MICRO BIO MEDICS INC
318259,9995,MDI INC
318262,1311,WICKLUND HOLDING CO
318280,7373,SYNTREX INC
318284,3674,SILICON SYSTEMS INC
318289,3433,THERMAL SYSTEMS INC
318291,8742,VENTURE CATALYST INC/UT
318300,6020,PEOPLES BANCORP INC/OH
318306,2836,ABEONA THERAPEUTICS INC
318378,7372,BANCTEC INC-REDH
318379,3576,CODENOLL TECHNOLOGY CORP
318397,4213,ATLAS VAN LINES INC
318439,6794,DIGITAL RECORDING CORP
318485,1311,CENTENNIAL PETROLEUM INC
318499,8742,ANNANDALE CORP
318580,3663,AM COMMUNICATIONS INC
318598,4955,BIG TURTLE INC
318671,1381,TEXAS ENERGIES INC
318672,6153,SEARCH FINANCIAL SERVICES
318673,6311,SECURITY NATL FINL CP  -CL A
318739,1311,QED EXPLORATION INC
318771,2834,GENENTECH INC
318774,3575,ISC SYSTEMS CORP
318775,3620,INTL POWER MACHINES CORP
318779,6020,CALIFORNIA BANCSHARES INC
318816,3861,XONICS INC
318819,4941,AMERICAN WATER WORKS INC
318830,3730,TACOMA BOATBUILDING
318833,8734,TEAM INC
318852,1311,COLORADO WYOMING RESERVE CO
318951,9995,CADEMA CORP
318958,9995,ATLANTIC INDUSTRIES INC
318994,3842,OXYGEN ENRICHMENT CO LTD
318996,1381,KEY ENERGY SERVICES INC
319013,3821,SPECTRUM LABORATORIES INC
319019,1311,HALLWOOD ENERGY CORP
319037,7373,AW COMPUTER SYSTEMS  -CL A
319040,1311,MOUNTAINS WEST EXPLOR INC
319085,3663,COMPRESSION LABS
319094,3842,SMITH LABORATORIES INC
319120,4833,ACKERLEY GROUP INC
319126,3844,AFP IMAGING CORP
319129,2821,SUN COAST INDS INC
319139,3960,FIRST CITY INDUSTRIES INC
319156,1311,CUBIC ENERGY INC
319191,3674,XICOR INC
319200,9995,REGENT TECHNOLOGIES INC
319201,3827,KLA CORP
319204,3841,LUTHER MEDICAL PRODCTS
319230,1311,BOGERT OIL CO
319237,7370,CERPLEX GROUP INC
319239,3080,THERMAL PROFILES INC
319240,3826,IRIS INTERNATIONAL INC
319250,7380,ALARMGUARD HOLDINGS INC
319256,5311,SEARS ROEBUCK & CO
319282,8734,DIAMOND WEST ENERGY CORP
319302,1531,CENVILL DEVELOPMENT  -CL A
319316,7373,KNOWLEDGE DATA SYSTEMS INC
319319,3569,ADVANCED MANUFACTURING SYS
319320,5661,WIENER ENTERPRISES INC
319333,3845,CLINI-THERM CORP
319373,3440,AEGIS INDUSTRIES INC
319375,3714,J P INDUSTRIES INC
319379,3577,PSC INC
319394,7819,KING OF VIDEO INC
319399,6020,FIRST STATE CORP
319416,6798,CONTINENTAL MTG & EQUITY
319420,1311,LYRIC ENERGY INC
319450,3674,ZILOG INC
319453,1311,AMERICAN PUBLIC ENERGY CO
319458,1389,ENSERVCO CORP
319459,1311,MISSION RESOURCES CORP
319478,1311,MONOGRAM OIL & GAS INC
319489,6211,ADVEST GROUP INC
319497,2522,CRAMER INC
319498,6020,BSD BANCORP INC
319517,1311,BALBOA EXPLORATION CO
319519,6411,SAI GROUP INC
319546,2761,CYMATICOLOR CORP
319547,5010,ZOE PRODUCTS INC
319548,1311,QADRANT CORP
319600,100,JOJOBA HORIZONS INC
319645,3576,NETWORK SYSTEMS CORP
319646,1311,WOODBINE PETROLEUM INC
319648,3826,HELIONETICS
319649,9995,GENETIC ENGINEERING INC
319650,1311,TGX CORP
319651,4924,PROVIDENCE ENERGY CORP
319654,6792,PERMIAN BASIN ROYALTY TRUST
319655,6792,SAN JUAN BASIN ROYALTY TR
319668,4512,MIDWAY AIRLINES INC
319678,2060,AMBRIT INC
319687,4512,UNITED AIRLINES INC
319693,1311,DECA ENERGY CORP
319697,7311,BULL RUN CORP
319815,3612,MAXWELL TECHNOLOGIES INC
319877,5900,ENERGY SHED INC
319921,6532,GAC LIQUIDATING TRUST
319922,3572,VERMONT RESEARCH INC
320008,3679,INTERACTION SYSTEMS INC
320017,2836,CALADRIUS BIOSCIENCES INC
320029,1311,ACADIA PETROLEUM CORP
320121,7373,TELOS CORP/MD
320141,3575,ZENTEC CORP
320166,6795,INTERMOUNTAIN RESOURCES INC
320170,3490,COOPER RESOURCES & ENERGY
320171,3533,DRECO ENERGY SERVICES LTD
320174,3845,BSD MEDICAL CORP
320179,4953,ADVANCED ENERGY CORP
320185,3841,FRESENIUS USA INC
320186,1381,GREY WOLF INC
320187,3021,NIKE INC  -CL B
320193,3663,APPLE INC
320211,1040,DRX INC
320286,2020,SWLG CORP
320287,1311,INTEGRATED ENERGY INC
320303,3470,METAL ARTS CO INC
320321,4923,OCEAN ENERGY INC
320333,5961,HANOVER DIRECT INC
320335,6311,GLOBE LIFE INC
320336,1040,UNITED HEARNE RESOURCES LTD
320340,7372,INTELLIGENT SYSTEM CORP
320345,7373,MICROS SYSTEMS INC
320348,1531,SUNSTATES CORP  -OLD
320357,3590,VERSA TECHNOLOGIES INC
320380,1311,DALLAS OIL & MINERALS INC
320387,6020,FIRST M&F CORP
320427,1311,KIMCO ENERGY CORP
320429,6099,FUNDSNET INC
320430,3669,OMNITRONICS RESEARCH CORP
320432,2011,KAPLAN INDUSTRIES INC
320434,4412,WATERMAN MARINE CORP
320435,1381,VERNA CORP
320443,4991,BESICORP GROUP INC
320446,4813,ALIANT COMMUNICATIONS INC
320515,3829,ZONIC CORP
320516,3674,INTEGRATED MICROCIRCUITS INC
320545,6162,HOMECAPITAL INVESTMENT CORP
320547,6020,EDGEMARK FINANCIAL CORP
320553,7373,BALANCE COMPUTER CORP
320568,3678,MATRIX SCIENCE CORP
320573,7990,INTL THOROUGHBRED BREEDERS
320574,3845,ELECTRO BIOLOGY INC
320575,1389,PIONEER ENERGY SERVICES CORP
320591,5065,RICHEY ELECTRS INC
320637,3845,LASER INDUSTRIES LTD
320654,3559,MACHINE TECHNOLOGY INC
320673,1311,MAJOR EXPLORATION INC
320683,1311,EGO RESOURCES INC
320800,7812,CCR VIDEO CORP
350019,1381,SAGE DRILLING CO INC
350066,3661,INTER-TEL INC  -SER A
350067,3823,UNIT INSTRUMENTS INC
350068,3571,TSL HOLDINGS INC
350070,1311,NAHAMA & WEAGANT ENERGY CO
350071,6798,MERRY LAND & INVESTMENT CO
350077,3990,WMS INDUSTRIES INC
350081,3572,DYSAN CORP
350089,6035,PACER ENERGY CORP
350090,1311,WENTEX INTERNATIONAL INC
350095,6799,UINTAH ENERGY CORP
350133,9995,SUNGLOBE FIBER SYSTEMS CORP
350179,7500,GREASE MONKEY HOLDING CORP
350190,5090,AMERICAN SPORTS ADVIS
350192,5961,COLLECTORS GUILD INTL
350193,7372,AMERICAN MILLENIUM CORP
350194,7372,UNITED SYSTEMS TECHNOLOGY
350199,5621,CACHE INC
350200,9995,B-FAST CORP
350206,6798,LNH REIT INC
350303,1311,PRAIRIE PRODUCING CO
350305,1311,SOLV EX CORP
350308,4512,NEW YORK AIRLINES INC
350383,2836,CETUS CORP
350387,1311,GENERAL ENER RESOURCE & TECH
350389,6795,MINEX RESOURCES INC
350402,1389,NEW LONDON INC
350403,4522,PHI INC
350405,2835,BIOTECH RESEARCH LABS INC
350426,1311,PLAINS RESOURCES INC
350487,5812,FAST FOOD OPERATORS INC
350489,3845,SYNTHEMED CORP
350493,6512,NLI CORP
350524,3823,ORS AUTOMATION INC
350557,5500,STEN CORP
350563,4931,TECO ENERGY INC
350564,3711,JET INDUSTRIES INC
350571,6351,AMERICAN BANKERS INS GROUP
350572,6020,WORTHEN BANKING CORP
350615,3825,STS LIQUIDATING CORP
350621,3663,C-COR INC
350644,7370,LATTICE INC
350646,3841,BIOSEARCH MEDICAL PRODS INC
350678,3829,UNIDYNE CORP
350684,3949,HELDOR INDUSTRIES INC
350685,1311,GOLDEN OIL CO/DEL
350692,3555,DELPHAX TECHNOLOGIES INC
350698,5500,AUTONATION INC
350737,2842,OCEAN BIO-CHEM INC
350746,3089,DURALITH CORP
350750,2821,BAIRNCO CORP
350797,6282,EATON VANCE CORP
350825,5051,STERLING PIPE & SUPPLY CO
350832,2810,AMERICAN PACIFIC CORP
350838,6020,JAMES MADISON LTD  -CL A
350842,3220,AMERICAN FIBER OPTICS CORP
350843,5734,PRODIGY SYSTEMS INC
350846,3713,SUPREME INDUSTRIES INC
350847,6020,RIGGS NATIONAL CORP
350852,6020,COMMUNITY TRUST BANCORP INC
350853,1381,CRAWFORD ENERGY INC
350854,3670,COMPUTER MAGNETICS CORP
350868,3669,ITERIS INC
350874,7373,ALLERION INC
350875,1311,ENSOURCE INC
350884,6324,HEALTHCARE USA INC
350889,1311,ENERGY OIL INC
350894,6282,SEI INVESTMENTS CO
350898,1311,AMERICAN NATIONAL PETROLEUM
350899,3577,VOICE CONTROL SYSTEMS INC
350907,3845,THORATEC CORP
350915,9995,TRINIDAD CORP
350917,3576,EMULEX CORP
350920,7350,MEDIQ INC
350921,3661,INFOTRON SYSTEMS CORP
350926,7812,PEREGRINE ENTERTAINMENT LTD
350927,7372,MANAGEMENT SCIENCE AMERICA
350974,1311,OVERTHRUST RESOURCES LTD
350996,2833,INTERPHARM LABS LTD  -ORD
351012,3845,INTERMAGNETICS GENERAL CORP
351017,4210,AUTOINFO INC
351020,7385,TRIBORO COMMUNICATIONS INC
351038,7359,OMNI EQUITIES INC
351076,6798,ROSE CORP
351077,6020,CITIZENS REPUBLIC BANCORP
351115,3825,TECHNOLOGY MARKETING INC
351116,2870,FREEPORT MCMORAN INC
351127,3312,CENTRUM INDUSTRIES INC
351134,7373,WICAT SYSTEMS INC
351139,7372,CARLETON CORP
351145,7372,INTERGRAPH CORP
351155,6020,WEST ONE BANCORP
351220,5812,BFX HOSPITALITY GROUP
351225,1311,TETRA SYSTEMS INC
351234,4512,SUBURBAN AIRLINES INC
351237,2834,VIRATEK INC
351238,6020,SAN FRANCISCO CO
351263,7812,WESTERN BELL COMMUNICATIONS
351298,3674,HEI INC
351321,3822,NOVAR ELECTRONICS CORP
351332,1311,MASTERS ENERGY CORP
351346,3842,BIOMET INC
351359,5812,BYERS INC
351360,5045,COMPUTER FACTORY INC
351366,2844,SASCO PRODUCTS INC
351384,3678,KYLE TECHNOLOGY CORP
351385,3640,ASTRO COMMUNICATIONS INC
351398,4841,WOMETCO CABLE TV INC
351483,3559,ASM INTERNATIONAL NV
351485,2300,WILDERNESS EXPERIENCE INC
351498,4213,US 1 INDUSTRIES INC
351506,8734,PHARMAKINETICS LABS INC
351507,3575,MONITERM CORP
351514,3577,WELLS AMERICAN CORP
351521,6020,EVERGREEN BANCORP INC/DE
351523,1311,RIVAL RESOURCES INC
351532,2836,STEM CELL INNOVATIONS INC
351537,1381,ALDEBARAN DRILLING CO INC
351541,5110,BCT INTERNATIONAL INC
351554,3579,BYNAMICS INC
351569,6020,AMERIS BANCORP
351572,6792,PELSART RESOURCES NL
351598,8731,GENETIC SYSTEMS CORP
351613,3490,ENERSERV PRODUCTS INC
351616,6020,ONE VALLEY BANCORP/WV
351617,6020,SC BANCORP/CA
351685,6159,HELM CAPITAL GROUP INC
351693,1381,BONRAY DRILLING CORP
351694,1311,PATHFINDER PETROLEUM CORP
351695,1311,FIRST MATAGORDA CORP
351696,4922,PANENERGY CORP
351699,6798,FGI INVESTORS INC
351707,3842,MOUNTAIN MEDICAL EQUIPMENT
351710,6020,GBC BANCORP/CA
351717,2842,CPAC INC
351721,3845,ADV NEUROMODULATION SYS INC
351730,3578,CURRENCY TECHNOLOGY CORP
351789,3823,ELECTRO-SENSORS INC
351809,4991,WIND ENERGY AMERICA INC
351810,3572,ANDATCO INC  -CL A
351815,3841,INMED CORP
351816,3523,WIND BARON CORP
351817,1311,SILVERBOW RESOURCES INC
351825,6020,FIRST NATIONAL BANCORP/GA
351834,2090,SUNOPTA INC
351891,1389,PETRA RESOURCES INC
351902,6510,THERMODYNETICS INC
351903,6282,EPOCH HOLDING CORP
351917,4991,U S ENERGY SYSTEMS INC
351923,2835,AMERICAN DIAGNOSTICS CORP
351935,6500,PERSONAL DIAGNOSTICS INC
351940,3578,SYNTECH INTERNATIONAL INC
351952,6035,
351978,4813,TELESPHERE COMMUNICATIONS
351986,1311,CIBOLA ENERGY CORP
351991,6020,ELDORADO BANCORP/CA
351993,1311,BARRETT RESOURCES CORP
351998,3825,DATA I/O CORP
352049,4911,TOLEDO EDISON CO
352059,4512,AIR CHAPARRAL INC
352060,8711,ULTRASYSTEMS INC
352062,8711,SEPAREX CORP
352071,5084,ENERTECH INC
352076,6020,PUGET SOUND BANCORP
352079,7359,TVI CORP
352154,1311,CIRCLE SEVEN OIL & GAS INC
352162,6331,NORTH EAST INSURANCE CO
352180,1311,LYNX EXPLORATION CO
352183,8200,WHITMAN EDUCATION GROUP INC
352187,6020,SUNWEST BANK
352270,1311,MALLON MINERALS CORP
352276,5063,CABLE TV INDUSTRIES
352281,3350,MANSFELDER METALS LTD
352324,3829,DETECTOR ELECTRONICS CORP
352330,7389,SEVEN OAKS INTERNATIONAL INC
352331,2836,RIBI IMMUNOCHEM RESEARCH INC
352353,5412,ITO-YOKADO CO LTD
352363,2300,KATE SPADE & CO
352383,3490,BARTON INDUSTRIES INC
352418,3572,U S DESIGN CORP
352425,3829,ANDROS INC
352427,3679,PIEZO ELECTRIC PROD
352435,3674,ZARLINK SEMICONDUCTOR INC
352495,3578,TELXON CORP
352510,6020,NORTH FORK BANCORPORATION
352511,1311,QUESTA OIL & GAS CO
352538,5812,PEOPLES RESTAURANTS INC
352541,4931,ALLIANT ENERGY CORP
352542,5734,CPU COMPUTER CORP
352680,5812,SKIPPER'S INC
352682,1382,GEOPHYSICAL SYSTEMS CORP
352698,3572,SYSTEM INDUSTRIES INC
352706,1311,PETRO QUEST INC
352710,1311,UNIOIL
352713,1311,PETROMAX ENERGY CORP
352715,3845,BIOSONICS INC
352720,5912,BIG B INC
352747,2833,UNIGENE LABORATORIES INC
352763,1311,ARGOSY ENERGY INC -OLD
352789,3572,IOMEGA CORP
352796,3576,QUESTRONICS INC
352800,3640,CHRONAR CORP
352812,3569,COMBUSTION PROTECTION CORP
352823,1311,GRAYHILL EXPLORATION CO
352825,5051,FOSTER (LB) CO
352860,6172,TECFIN CORP
352862,3845,MEDICAL GRAPHICS CORP
352864,3826,LINEAR INSTRUMENTS CORP
352870,1311,OUTBACK OIL & MINERAL EXPL
352871,5172,GREAT EASTERN ENERGY & DEV
352887,1040,AMERICAN PAC MINERALS LTD
352905,3661,MICOM SYSTEMS INC
352909,5331,HRT INDUSTRIES INC
352915,8062,UNIVERSAL HEALTH SVCS INC
352942,4833,UNITED TELEVISION INC
352944,2621,STRIKER INDUSTRIES INC
352947,2810,ENGELHARD CORP
352948,7011,SIGNATURE INNS INC
352949,5141,FLEMING COMPANIES INC
352955,6519,CKX LANDS INC
352956,3433,FAFCO INC
352964,1311,RIO GRANDE INC
352970,3822,LIEBERT CORP
352972,2836,SOUTHERN BIOTECH INC
352979,8711,ANEFCO INC
352988,7380,COMTEX NEWS NETWORK INC
352991,6512,ADVANCED OXYGEN TECHNOLOGY
352994,3663,PICO PRODUCTS INC
352995,3829,TRP ENERGY SENSORS INC
352996,2451,ALLICO CORPORATION
352997,3949,UNITED MEDICAL CORP
352998,2834,TELIGENT INC
353001,2000,NABISCO BRANDS INC
353020,1623,AEGION CORP
353022,8071,CANCER DIAGNOSTICS INC
353025,6512,KOGER CO
353153,1311,CAIRN ENERGY USA INC
353181,7359,ENTERRA CORP -OLD
353184,4513,AIR T INC
353186,3669,FRANKLIN SIGNAL CORP
353189,1311,COX RESOURCES CORP
353191,6020,NORTH VALLEY BANCORP
353196,1311,SUMMIT PETROLEUM CORP
353212,5961,CAREMARK
353217,7363,CABLE APPLICATIONS INC
353227,1311,NORTHSTAR MINERALS INC
353229,7380,NETWORK SECURITY CORP
353230,5912,OMNICARE INC
353231,8071,BIOCELL TECHNOLOGY CORP
353278,2834,NOVO NORDISK A/S
353288,3433,PIPER HYDRO INC
353319,3651,KLOSS VIDEO CORP
353335,1381,AGGIE OIL CO
353356,4813,INCOMNET INC
353373,1311,DIABLO OIL CO
353377,3580,MEMTEK CORP
353382,7372,COMPUTER DESIGNED SYSTEMS
353395,6172,UNIWEST FINANCIAL CORP
353407,7822,VISION COMMUNICATIONS
353482,2836,VIRAGEN INC
353502,6512,ALA MOANA HAWAII PROPERTIES
353528,7389,PACO PHARMACEUTICAL SVCS INC
353537,4213,VIKING FREIGHT INC
353539,3420,GRANT INDUSTRIES INC
353541,1389,BELL PETROLEUM SERVICES INC
353567,2821,ICO INC
353575,2030,ARDEN INTL KITCHEN INC
353576,1311,RESERVE EXPLORATION CO
353577,3663,AMPLICA INC
353586,3575,BEDFORD COMPUTER CORP
353601,1311,AMERICAN RIVERS OIL CO
353608,1382,SEIS PROS INC
353628,3842,VLI CORP
353631,7372,MEDICATION SERVICES INC
353634,1311,NESS ENERGY INTL INC
353646,6162,APPONLINE.COM INC
353650,6020,BWC FINANCIAL CORP
353652,7372,PANSOPHIC SYSTEMS INC
353705,9995,PROGRAMS UNLIMITED INC
353779,3575,TELEVIDEO INC
353796,4841,JONES SPACELINK LTD  -CL A
353821,3652,TAPE SPECIALTY INC  -OLD
353827,2834,PHARMACEUTICAL FORMULATIONS
353944,7990,INTL GAME TECHNOLOGY
353984,1382,FLARE INC
353995,3679,COMPUTER & COMMUN TECHNOLOGY
354079,3670,DALE ELECTRONICS INC
354099,4700,CARDILLO TRAVEL SYSTEMS INC
354101,7389,INSTACOM INC
354150,3577,AMPOWER TECHNOLOGIES INC
354151,7370,SYSTEMATICS INC
354173,7385,AIM TELEPHONES INC
354190,6411,ARTHUR J GALLAGHER & CO
354199,8071,UNIHOLDING CORP
354247,6282,EXCEL INTERFINANCIAL
354260,7372,SOFTECH INC
354359,4400,HORNBECK OFFSHORE SVCS  -OLD
354383,3559,PRAB INC
354388,6795,CENTURION GOLD LTD
354392,6331,NOBEL INSURANCE LTD
354394,6512,OMNIDENTIX SYSTEMS CORP
354396,6331,USF&G CORP
354452,3559,PLASMA-THERM INC
354562,6020,COMMERCIAL BANKSHARES INC
354564,5190,MEDIA SOURCE INC
354567,1311,GLEN ROSE PETROLEUM CORP
354578,3089,MSM SYSTEMS INC
354604,8051,MANOR CARE INC-OLD
354608,7373,SYSCON CORP
354609,3678,ADI ELECTRONICS INC
354611,8700,VSI HOLDINGS INC
354623,1311,TRADESTAR CORP
354633,1311,ENERTEC CORP
354639,6532,THACKERAY CORP
354647,6020,CVB FINANCIAL CORP
354655,3533,BOLT TECHNOLOGY CORP
354697,3690,JEC LASERS INC
354702,7500,AUTOMOTIVE FRANCHISE CORP
354707,4911,HAWAIIAN ELECTRIC INDS
354761,8051,KUALA HEALTHCARE INC
354767,1311,CAPCO ENERGY INC
354768,7374,ASTRADYNE COMPUTER INDS INC
354770,3575,VISUAL TECHNOLOGY INC
354771,3576,CORVUS SYSTEMS INC
354797,7373,ASK GROUP INC
354807,5065,MSI ELECTRONICS INC
354813,3578,INTL LOTTERY & TOTALIZATOR
354814,5812,TACO CHARLEY INC
354827,3829,DATA MEASUREMENT CORP
354869,6020,FIRSTMERIT CORP
354874,3661,SWITCHCO INC
354888,7374,CYCARE SYSTEMS INC
354908,3812,FLIR SYSTEMS INC
354911,3812,SIPPICAN INC
354929,5812,FAMOUS RESTAURANTS INC
354948,6020,FIRST FINANCIAL CORP/RI
354950,5211,HOME DEPOT INC
354952,3572,SEAGATE TECHNOLOGY-OLD
354962,4922,MIDCON CORP
354963,4813,SHENANDOAH TELECOMMUN CO
354964,6141,HSBC FINANCE CORP
354984,3829,GULL INC
355004,5045,ADVANT CORP
355007,3845,BIO-LOGIC SYSTEMS CORP
355019,8071,FONAR CORP
355106,3572,CIPHER DATA PRODUCTS INC
355115,1311,ALAMCO INC
355118,6792,HOUSTON OIL TRUST
355142,3944,BK ENTERTAINMENT
355143,1311,ALEXANDER ENERGY CORP
355190,7373,VECTOR GRAPHIC INC
355199,8711,ESSEX CORP
355263,3569,POSITECH CORP
355266,2835,HYBRITECH INC
355269,4955,GNI GROUP INC
355270,6794,INTELEPLEX CORP
355271,7819,CEL COMMUNICATIONS
355300,1311,ENDEVCO INC
355313,4923,NATIONAL GAS & OIL CO
355357,6512,KOGER PROPERTIES
355359,4822,ELECTRONIC MAIL CP OF AMER
355374,4813,COM SYSTEMS INC
355377,5812,NAUGLES INC
355387,3826,WATERS ASSOCIATES INC
355406,3827,INTL ROBOMATION/INTELLIGENCE
355429,6311,PROTECTIVE LIFE CORP
355431,1700,INEI CORP
355469,3523,TOP AIR MANUFACTURING INC
355473,3290,JOHNS MANVILLE CORP
355493,1311,ALTA ENERGY CORP
355531,5122,PHARMACY CORP OF AMERICA INC
355565,3714,ADVANCED FUEL SYSTEMS INC
355574,6020,COMMONWEALTH BANCSHARES CORP
355620,1040,SARATOGA MINES INC
355622,5812,RYAN'S RESTAURANT GROUP INC
355625,4512,METRO AIRLINES INC
355627,7372,CTI GROUP HOLDINGS INC
355648,8051,HEALTH CARE & RETIREMENT CP
355699,3826,HABER INC
355713,3612,AMI SYSTEMS INC
355735,5045,DATAFLEX CORP
355766,2221,HALLWOOD GROUP INC
355777,3669,LOJACK CORP
355787,6799,PRICE COMMUNICATIONS CORP
355811,3714,GENTEX CORP
355818,6020,HOMELAND BANKSHARES CORP
355825,3842,CONTRACAP INC
355861,3827,EIKONIX CORP
355876,3576,GANDALF TECHNOLOGIES INC
355878,4991,MAGMA POWER CO
355883,6020,FIRST UTD BANCSHARES INC/AR
355902,7359,H & H OIL TOOL CO
355906,1700,TRAVELBYUS INC
355910,1311,GENERAL PRODUCTION CO INC
355946,6020,HERITAGE FINANCIAL SERVICES
355948,5065,RICHARDSON ELECTRONICS LTD
355968,2844,SPEARHEAD INDS INC-MN
355975,5090,BMC INTERNATIONAL CORP
355999,5045,ESSENDANT INC
356002,3540,UNIMATION INC
356017,7990,CASTLE ENTERTAINMENT INC
356028,7372,CA INC
356034,1311,FOSSIL OIL & GAS INC
356037,7373,CSP INC
356050,6020,CU BANCORP
356055,200,BELTRAN CORP
356064,8700,PRIMARK CORP
356080,4833,BELO CORP  -SER A COM
356106,6794,ELAN PHARMACEUTICAL RES CORP
356128,1311,MAGIC CIRCLE ENERGY CORP
356130,6331,EMC INSURANCE GROUP INC
356144,3663,DATASPEED INC
356153,6020,CITIZENS FIDELITY CORP
356171,6020,TRICO BANCSHARES
356211,3724,CADE INDUSTRIES INC
356217,7373,LEXIDATA CORP
356224,1311,PETROLEUM INVESTMENTS  -LP
356226,7372,MYND CORP
356309,4924,NEW JERSEY RESOURCES CORP
356342,6799,NEVADA CHEMICALS INC
356364,7812,TWENTIETH CENTURY-FOX FILM
356395,6331,RELIANCE GROUP HOLDINGS
356446,2080,PURE WORLD INC
356452,3715,PULLMAN CO-NEW
356461,5331,PRICE CO
356463,1311,TEJAS OIL & GAS CO
356485,6792,OVERTHRUST OIL ROYALTY CORP
356550,3585,VORTEC CORP
356598,6020,LAKESHORE BANCORP INC/IL
356622,5812,BAYPORT RESTAURANT GP
356623,3669,SECURITY TAG SYSTEMS INC
356708,6020,FIRST REGIONAL BANCORP
356774,1311,TRANSMOUNTAIN RESOURCES CORP
356799,1311,CODA ENERGY INC
356809,6020,ABIGAIL ADAMS NATL BANCORP
356830,2835,OSCIENT PHARMACEUTICALS CORP
356841,3577,FRANKLIN ELECTRONIC PUBLISH
356906,7812,NEW VISIONS ENMNT CORP
356959,6798,AMERICANA HOTELS & REALTY CP
356981,6035,SUBURBAN BANCORP/OH
357001,3845,TRIMEDYNE INC
357020,3825,XCERRA CORP
357038,3533,NUMERICOM INC
357044,2844,CARME INC
357064,3812,TCI INTL INC
357066,6020,MID AM INC
357067,1311,AMQUEST CORP
357070,4833,AMERICAN COMMUN & TV
357072,8071,NORTH CENTRAL LABS INC
357078,6153,AUTOFINANCE GROUP INC
357097,2836,FIBROCELL SCIENCE INC
357105,6020,CENTURY SOUTH BKS INC
357108,3674,ISC8 INC
357129,8060,REHAB HOSPITAL SERVICES CORP
357149,6020,OHIO BANCORP
357163,3330,KINETIC MINERALS INC
357173,6020,OLD SECOND BANCORP INC/IL
357176,3663,DECOM SYSTEMS INC
357191,6020,AREA BANCSHARES CORP
357203,8742,MULTI-TECH CORP
357208,6020,FIRST BKG CO SOUTHEAST GA
357221,1311,SNYDER OIL PARTNERS  -LP
357261,4911,FLORIDA PROGRESS CORP
357262,6020,NORTH COUNTY BANCORP
357264,6020,PACIFIC CAPITAL BANCORP
357269,6020,FORT WAYNE NATIONAL CORP/IN
357281,1040,LA TEKO RESOURCES LTD
357294,1531,HOVNANIAN ENTRPRS INC  -CL A
357297,6020,ARIZONA BANCWEST CORP
